"fips","MSA","year","population"
"F-12097","ORLANDO, FL",2010,268685
"F-12099","WEST PALM BCH, FL",2010,1320134
"F-12099","WEST PALM BCH, FL",2000,1131184
"F-12101","TAMPA, FL",2010,464697
"F-12101","TAMPA, FL",2000,344765
"F-12103","TAMPA, FL",2000,921482
"F-12103","TAMPA, FL",2010,916542
"F-12105","LAKELAND, FL",2010,602095
"F-12105","LAKELAND, FL",2000,483924
"F-12107","RURAL",2000,70423
"F-12107","RURAL",2010,74364
"F-12109","JACKSONVILLE, FL",2000,123135
"F-12109","JACKSONVILLE, FL",2010,190039
"F-12111","STUART, FL",2010,277789
"F-12111","STUART, FL",2000,192695
"F-12113","PENSACOLA, FL",2010,151372
"F-12113","PENSACOLA, FL",2000,117743
"F-12115","SARASOTA, FL",2010,379448
"F-12115","SARASOTA, FL",2000,325957
"F-12117","ORLANDO, FL",2000,365196
"F-12117","ORLANDO, FL",2010,422718
"F-12119","ORLANDO, FL",2000,53345
"F-12119","ORLANDO, FL",2010,93420
"F-12121","RURAL",2010,41551
"F-12121","RURAL",2000,34844
"F-12123","RURAL",2010,22570
"F-12123","RURAL",2000,19256
"F-12125","RURAL",2000,13442
"F-12125","RURAL",2010,15535
"F-12127","DAYTONA BEACH, FL",2010,494593
"F-12127","DAYTONA BEACH, FL",2000,443343
"F-12129","RURAL",2010,30776
"F-12129","RURAL",2000,22863
"F-12131","RURAL",2000,40601
"F-12131","RURAL",2010,55043
"F-12133","RURAL",2010,24896
"F-12133","RURAL",2000,20973
"F-13001","RURAL",2000,17419
"F-13001","RURAL",2010,18236
"F-13003",NA,2000,7609
"F-13003",NA,2010,8375
"F-13005","RURAL",2000,10103
"F-13005","RURAL",2010,11096
"F-13007","RURAL",2010,3451
"F-13007","RURAL",2000,4074
"F-13009","RURAL",2010,45720
"F-13009","RURAL",2000,44700
"F-13011","RURAL",2000,14422
"F-13011","RURAL",2010,18395
"F-13013","ATLANTA, GA",2010,69367
"F-13013","ATLANTA, GA",2000,46144
"F-13015","ATLANTA, GA",2010,100157
"F-13015","ATLANTA, GA",2000,76019
"F-13017","RURAL",2000,17484
"F-13017","RURAL",2010,17634
"F-13019","RURAL",2010,19286
"F-13019","RURAL",2000,16235
"F-13021","MACON, GA",2000,153887
"F-13021","MACON, GA",2010,155547
"F-13023","RURAL",2010,13063
"F-13023","RURAL",2000,11666
"F-13025","RURAL",2000,14629
"F-13025","RURAL",2010,18411
"F-13027","RURAL",2000,16450
"F-13027","RURAL",2010,16243
"F-13029","SAVANNAH, GA",2000,23417
"F-13029","SAVANNAH, GA",2010,30233
"F-13031","RURAL",2010,70217
"F-13031","RURAL",2000,55983
"F-13033","RURAL",2000,22243
"F-13033","RURAL",2010,23316
"F-13035","RURAL",2010,23655
"F-13035","RURAL",2000,19522
"F-13037","RURAL",2010,6694
"F-13037","RURAL",2000,6320
"F-13039","RURAL",2000,43664
"F-13039","RURAL",2010,50513
"F-13043","RURAL",2000,9577
"F-13043","RURAL",2010,10998
"F-13045","ATLANTA, GA",2010,110527
"F-13045","ATLANTA, GA",2000,87268
"F-13047","CHATTANOOGA, TN",2010,63942
"F-13047","CHATTANOOGA, TN",2000,53282
"F-13049","RURAL",2010,12171
"F-13049","RURAL",2000,10282
"F-13051","SAVANNAH, GA",2010,265128
"F-13051","SAVANNAH, GA",2000,232048
"F-13053",NA,2000,14882
"F-13053",NA,2010,11267
"F-13055","RURAL",2000,25470
"F-13055","RURAL",2010,26015
"F-13057","ATLANTA, GA",2010,214346
"F-13057","ATLANTA, GA",2000,141903
"F-13059","ATHENS, GA",2000,101489
"F-13059","ATHENS, GA",2010,116714
"F-13061",NA,2000,3357
"F-13061",NA,2010,3183
"F-13063","ATLANTA, GA",2010,259424
"F-13063","ATLANTA, GA",2000,236517
"F-13065","RURAL",2010,6798
"F-13065","RURAL",2000,6878
"F-13067","ATLANTA, GA",2000,607751
"F-13067","ATLANTA, GA",2010,688078
"F-13069","RURAL",2010,42356
"F-13069","RURAL",2000,37413
"F-13071","RURAL",2010,45498
"F-13071","RURAL",2000,42053
"F-13073","AUGUSTA, GA",2010,124053
"F-13073","AUGUSTA, GA",2000,89288
"F-13075","RURAL",2010,17212
"F-13075","RURAL",2000,15771
"F-13077","ATLANTA, GA",2010,127317
"F-13077","ATLANTA, GA",2000,89215
"F-13079","RURAL",2010,12630
"F-13079","RURAL",2000,12495
"F-13081","RURAL",2010,23439
"F-13081","RURAL",2000,21996
"F-13083","CHATTANOOGA, TN",2000,15154
"F-13083","CHATTANOOGA, TN",2010,16633
"F-13085","RURAL",2010,22330
"F-13085","RURAL",2000,15999
"F-13087","RURAL",2010,27842
"F-13087","RURAL",2000,28240
"F-13089","ATLANTA, GA",2010,691893
"F-13089","ATLANTA, GA",2000,665865
"F-13091","RURAL",2010,21796
"F-13091","RURAL",2000,19171
"F-13093","RURAL",2010,14918
"F-13093","RURAL",2000,11525
"F-13095","ALBANY, GA",2010,94565
"F-13095","ALBANY, GA",2000,96065
"F-13097","ATLANTA, GA",2000,92174
"F-13097","ATLANTA, GA",2010,132403
"F-13099","RURAL",2010,11008
"F-13099","RURAL",2000,12354
"F-13101","RURAL",2000,3754
"F-13101","RURAL",2010,4034
"F-13103","SAVANNAH, GA",2000,37535
"F-13103","SAVANNAH, GA",2010,52250
"F-13105","RURAL",2000,20511
"F-13105","RURAL",2010,20166
"F-13107","RURAL",2010,22598
"F-13107","RURAL",2000,21837
"F-13109","RURAL",2000,10495
"F-13109","RURAL",2010,11000
"F-13111","RURAL",2010,23682
"F-13111","RURAL",2000,19798
"F-13113","ATLANTA, GA",2010,106567
"F-13113","ATLANTA, GA",2000,91263
"F-13115","RURAL",2000,90565
"F-13115","RURAL",2010,96317
"F-13117","ATLANTA, GA",2010,175511
"F-13117","ATLANTA, GA",2000,98407
"F-13119","RURAL",2010,22084
"F-13119","RURAL",2000,20285
"F-13121","ATLANTA, GA",2000,816006
"F-13121","ATLANTA, GA",2010,920581
"F-13123","RURAL",2010,28292
"F-13123","RURAL",2000,23456
"F-13125",NA,2000,2556
"F-13125",NA,2010,3082
"F-13127","RURAL",2010,79626
"F-13127","RURAL",2000,67568
"F-13129","RURAL",2000,44104
"F-13129","RURAL",2010,55186
"F-13131","RURAL",2000,23659
"F-13131","RURAL",2010,25011
"F-13133","RURAL",2000,14406
"F-13133","RURAL",2010,15994
"F-13135","ATLANTA, GA",2010,805321
"F-13135","ATLANTA, GA",2000,588448
"F-13137","RURAL",2010,43041
"F-13137","RURAL",2000,35902
"F-13139","RURAL",2000,139277
"F-13139","RURAL",2010,179684
"F-13141","RURAL",2000,10076
"F-13141","RURAL",2010,9429
"F-13143","RURAL",2000,25690
"F-13143","RURAL",2010,28780
"F-13145","COLUMBUS, GA",2000,23695
"F-13145","COLUMBUS, GA",2010,32024
"F-13147","RURAL",2000,22997
"F-13147","RURAL",2010,25213
"F-13149","RURAL",2010,11834
"F-13149","RURAL",2000,11012
"F-13151","ATLANTA, GA",2000,119341
"F-13151","ATLANTA, GA",2010,203922
"F-13153","MACON, GA",2010,139900
"F-13153","MACON, GA",2000,110765
"F-13155","RURAL",2000,9931
"F-13155","RURAL",2010,9538
"F-13157","RURAL",2010,60485
"F-13157","RURAL",2000,41589
"F-13159","RURAL",2010,13900
"F-13159","RURAL",2000,11426
"F-13161","RURAL",2010,15068
"F-13161","RURAL",2000,12684
"F-13163","RURAL",2010,16930
"F-13163","RURAL",2000,17266
"F-13165","RURAL",2000,8575
"F-13165","RURAL",2010,8340
"F-13167","RURAL",2000,8560
"F-13167","RURAL",2010,9980
"F-13169","MACON, GA",2000,23639
"F-13169","MACON, GA",2010,28669
"F-13171","RURAL",2000,15912
"F-13171","RURAL",2010,18317
"F-13173","RURAL",2010,10078
"F-13173","RURAL",2000,7241
"F-13175","RURAL",2010,48434
"F-13175","RURAL",2000,44874
"F-13177","ALBANY, GA",2010,28298
"F-13177","ALBANY, GA",2000,24757
"F-13179","RURAL",2000,61610
"F-13179","RURAL",2010,63453
"F-13181","RURAL",2000,8348
"F-13181","RURAL",2010,7996
"F-13183","RURAL",2010,14464
"F-13183","RURAL",2000,10304
"F-13185","RURAL",2010,109233
"F-13185","RURAL",2000,92115
"F-13187","RURAL",2010,29966
"F-13187","RURAL",2000,21016
"F-13189","AUGUSTA, GA",2010,21875
"F-13189","AUGUSTA, GA",2000,21231
"F-13191","RURAL",2010,14333
"F-13191","RURAL",2000,10847
"F-13193","RURAL",2010,14740
"F-13193","RURAL",2000,14074
"F-13195","ATHENS, GA",2010,28120
"F-13195","ATHENS, GA",2000,25730
"F-13197","RURAL",2010,8742
"F-13197","RURAL",2000,7144
"F-13199","RURAL",2000,22534
"F-13199","RURAL",2010,21992
"F-13201","RURAL",2010,6125
"F-13201","RURAL",2000,6383
"F-13205","RURAL",2010,23498
"F-13205","RURAL",2000,23932
"F-13207","RURAL",2010,26424
"F-13207","RURAL",2000,21757
"F-13209","RURAL",2000,8270
"F-13209","RURAL",2010,9123
"F-13211","RURAL",2010,17868
"F-13211","RURAL",2000,15457
"F-13213","RURAL",2010,39628
"F-13213","RURAL",2000,36506
"F-13215","COLUMBUS, GA",2010,189885
"F-13215","COLUMBUS, GA",2000,186291
"F-13217","ATLANTA, GA",2000,62001
"F-13217","ATLANTA, GA",2010,99958
"F-13219","ATHENS, GA",2000,26225
"F-13219","ATHENS, GA",2010,32808
"F-13221","RURAL",2000,12635
"F-13221","RURAL",2010,14899
"F-13223","ATLANTA, GA",2000,81678
"F-13223","ATLANTA, GA",2010,142324
"F-13225","MACON, GA",2010,27695
"F-13225","MACON, GA",2000,23668
"F-13227","ATLANTA, GA",2010,29431
"F-13227","ATLANTA, GA",2000,22983
"F-13229","RURAL",2000,15636
"F-13229","RURAL",2010,18758
"F-13231","RURAL",2010,17869
"F-13231","RURAL",2000,13688
"F-13233","RURAL",2010,41475
"F-13233","RURAL",2000,38127
"F-13235","RURAL",2010,12010
"F-13235","RURAL",2000,9588
"F-13237","RURAL",2010,21218
"F-13237","RURAL",2000,18812
"F-13239","RURAL",2010,2513
"F-13239","RURAL",2000,2598
"F-13241","RURAL",2000,15050
"F-13241","RURAL",2010,16276
"F-13243","RURAL",2010,7719
"F-13243","RURAL",2000,7791
"F-13245","AUGUSTA, GA",2010,200549
"F-13245","AUGUSTA, GA",2000,199775
"F-13247","ATLANTA, GA",2000,70111
"F-13247","ATLANTA, GA",2010,85215
"F-13249","RURAL",2000,3766
"F-13249","RURAL",2010,5010
"F-13251","RURAL",2010,14593
"F-13251","RURAL",2000,15374
"F-13253","RURAL",2010,8729
"F-13253","RURAL",2000,9369
"F-13255","ATLANTA, GA",2010,64073
"F-13255","ATLANTA, GA",2000,58417
"F-13257","RURAL",2010,26175
"F-13257","RURAL",2000,25435
"F-13259","RURAL",2000,5252
"F-13259","RURAL",2010,6058
"F-13261","RURAL",2000,33200
"F-13261","RURAL",2010,32819
"F-13263","RURAL",2000,6498
"F-13263","RURAL",2010,6865
"F-13265",NA,2010,1717
"F-13265",NA,2000,2077
"F-13267","RURAL",2010,25520
"F-13267","RURAL",2000,22305
"F-13269","RURAL",2010,8906
"F-13269","RURAL",2000,8815
"F-13271","RURAL",2010,16500
"F-13271","RURAL",2000,11794
"F-13273","RURAL",2010,9315
"F-13273","RURAL",2000,10970
"F-13275","RURAL",2000,42737
"F-13275","RURAL",2010,44720
"F-13277","RURAL",2010,40118
"F-13277","RURAL",2000,38407
"F-13279","RURAL",2000,26067
"F-13279","RURAL",2010,27223
"F-13281","RURAL",2010,10471
"F-13281","RURAL",2000,9319
"F-13283","RURAL",2000,6854
"F-13283","RURAL",2010,6885
"F-13285","RURAL",2010,67044
"F-13285","RURAL",2000,58779
"F-13287","RURAL",2000,9504
"F-13287","RURAL",2010,8930
"F-13289","MACON, GA",2000,10590
"F-13289","MACON, GA",2010,9023
"F-13291","RURAL",2010,21356
"F-13291","RURAL",2000,17289
"F-13293","RURAL",2010,27153
"F-13293","RURAL",2000,27597
"F-13295","CHATTANOOGA, TN",2010,68756
"F-13295","CHATTANOOGA, TN",2000,61053
"F-13297","ATLANTA, GA",2010,83768
"F-13297","ATLANTA, GA",2000,60687
"F-13299","RURAL",2000,35483
"F-13299","RURAL",2010,36312
"F-13301","RURAL",2010,5834
"F-13301","RURAL",2000,6336
"F-13303","RURAL",2000,21176
"F-13303","RURAL",2010,21187
"F-13305","RURAL",2010,30099
"F-13305","RURAL",2000,26565
"F-13307",NA,2010,2799
"F-13307",NA,2000,2390
"F-13309",NA,2000,6179
"F-13309",NA,2010,7421
"F-13311","RURAL",2010,27144
"F-13311","RURAL",2000,19944
"F-13313","RURAL",2010,102599
"F-13313","RURAL",2000,83525
"F-13315","RURAL",2000,8577
"F-13315","RURAL",2010,9255
"F-13317","RURAL",2010,10593
"F-13317","RURAL",2000,10687
"F-13319","RURAL",2000,10220
"F-13319","RURAL",2010,9563
"F-13321","RURAL",2010,21679
"F-13321","RURAL",2000,21967
"F-15001","RURAL",2000,148677
"F-15001","RURAL",2010,185079
"F-15003","HONOLULU, HI",2010,953207
"F-15003","HONOLULU, HI",2000,876156
"F-15005",NA,2010,90
"F-15005",NA,2000,147
"F-15007","RURAL",2000,58463
"F-15007","RURAL",2010,67091
"F-15009","RURAL",2000,128094
"F-15009","RURAL",2010,154834
"F-16001","BOISE, ID",2000,300904
"F-16001","BOISE, ID",2010,392365
"F-16003","RURAL",2010,3976
"F-16003","RURAL",2000,3476
"F-16005","POCATELLO, ID",2000,75565
"F-16005","POCATELLO, ID",2010,82839
"F-16007","RURAL",2010,5986
"F-16007","RURAL",2000,6411
"F-16009","RURAL",2000,9171
"F-16009","RURAL",2010,9285
"F-16011","RURAL",2000,41735
"F-16011","RURAL",2010,45607
"F-16013","RURAL",2000,18991
"F-16013","RURAL",2010,21376
"F-16015","RURAL",2000,6670
"F-16015","RURAL",2010,7028
"F-16017","RURAL",2000,36835
"F-16017","RURAL",2010,40877
"F-16019","RURAL",2010,104234
"F-16019","RURAL",2000,82522
"F-16021","RURAL",2010,10972
"F-16021","RURAL",2000,9871
"F-16023","RURAL",2010,2891
"F-16023","RURAL",2000,2899
"F-16025","RURAL",2010,1117
"F-16025","RURAL",2000,991
"F-16027","BOISE, ID",2010,188923
"F-16027","BOISE, ID",2000,131441
"F-16029","RURAL",2000,7304
"F-16029","RURAL",2010,6963
"F-16031","RURAL",2010,22952
"F-16031","RURAL",2000,21416
"F-16033",NA,2010,982
"F-16033",NA,2000,1022
"F-16035","RURAL",2010,8761
"F-16035","RURAL",2000,8930
"F-16037","RURAL",2000,4342
"F-16037","RURAL",2010,4368
"F-16039","RURAL",2010,27038
"F-16039","RURAL",2000,29130
"F-16041","RURAL",2010,12786
"F-16041","RURAL",2000,11329
"F-16043","RURAL",2000,11819
"F-16043","RURAL",2010,13242
"F-16045","RURAL",2000,15181
"F-16045","RURAL",2010,16719
"F-16047","RURAL",2000,14155
"F-16047","RURAL",2010,15464
"F-16049","RURAL",2010,16267
"F-16049","RURAL",2000,15511
"F-16051","RURAL",2010,26140
"F-16051","RURAL",2000,19155
"F-16053","RURAL",2000,18342
"F-16053","RURAL",2010,22374
"F-16055","RURAL",2000,108685
"F-16055","RURAL",2010,138494
"F-16057","RURAL",2010,37244
"F-16057","RURAL",2000,34935
"F-16059","RURAL",2000,7806
"F-16059","RURAL",2010,7936
"F-16061","RURAL",2000,3747
"F-16061","RURAL",2010,3821
"F-16063","RURAL",2010,5208
"F-16063","RURAL",2000,4044
"F-16065","RURAL",2010,37536
"F-16065","RURAL",2000,27467
"F-16067","RURAL",2010,20069
"F-16067","RURAL",2000,20174
"F-16069","RURAL",2010,39265
"F-16069","RURAL",2000,37410
"F-16071","RURAL",2010,4286
"F-16071","RURAL",2000,4125
"F-16073","RURAL",2010,11526
"F-16073","RURAL",2000,10644
"F-16075","RURAL",2000,20578
"F-16075","RURAL",2010,22623
"F-16077","RURAL",2010,7817
"F-16077","RURAL",2000,7538
"F-16079","RURAL",2000,13771
"F-16079","RURAL",2010,12765
"F-16081","RURAL",2010,10170
"F-16081","RURAL",2000,5999
"F-16083","RURAL",2010,77230
"F-16083","RURAL",2000,64284
"F-16085","RURAL",2010,9862
"F-16085","RURAL",2000,7651
"F-16087","RURAL",2010,10198
"F-16087","RURAL",2000,9977
"F-17001","RURAL",2010,67103
"F-17001","RURAL",2000,68277
"F-17003","RURAL",2000,9590
"F-17003","RURAL",2010,8238
"F-17005","RURAL",2000,17633
"F-17005","RURAL",2010,17768
"F-17007","ROCKFORD, IL",2000,41786
"F-17007","ROCKFORD, IL",2010,54165
"F-17009","RURAL",2010,6937
"F-17009","RURAL",2000,6950
"F-17011","RURAL",2000,35503
"F-17011","RURAL",2010,34978
"F-17013","RURAL",2010,5089
"F-17013","RURAL",2000,5084
"F-17015","RURAL",2000,16674
"F-17015","RURAL",2010,15387
"F-17017","RURAL",2010,13642
"F-17017","RURAL",2000,13695
"F-17019","CHAMPAIGN, IL",2000,179669
"F-17019","CHAMPAIGN, IL",2010,201081
"F-17021","RURAL",2000,35372
"F-17021","RURAL",2010,34800
"F-17023","RURAL",2010,16335
"F-17023","RURAL",2000,17008
"F-17025","RURAL",2010,13815
"F-17025","RURAL",2000,14560
"F-17027","SAINT LOUIS, MO",2010,37762
"F-17027","SAINT LOUIS, MO",2000,35535
"F-17029","RURAL",2010,53873
"F-17029","RURAL",2000,53196
"F-17031","CHICAGO, IL",2000,5376741
"F-17031","CHICAGO, IL",2010,5194675
"F-17033","RURAL",2010,19817
"F-17033","RURAL",2000,20452
"F-17035","RURAL",2000,11253
"F-17035","RURAL",2010,11048
"F-17037","CHICAGO, IL",2010,105160
"F-17037","CHICAGO, IL",2000,88969
"F-17039","RURAL",2010,16561
"F-17039","RURAL",2000,16798
"F-17041","RURAL",2000,19922
"F-17041","RURAL",2010,19980
"F-17043","CHICAGO, IL",2010,916924
"F-17043","CHICAGO, IL",2000,904161
"F-17045","RURAL",2000,19704
"F-17045","RURAL",2010,18576
"F-17047","RURAL",2000,6971
"F-17047","RURAL",2010,6721
"F-17049","RURAL",2010,34242
"F-17049","RURAL",2000,34264
"F-17051","RURAL",2010,22140
"F-17051","RURAL",2000,21802
"F-17053","RURAL",2010,14081
"F-17053","RURAL",2000,14241
"F-17055","RURAL",2010,39561
"F-17055","RURAL",2000,39018
"F-17057","RURAL",2000,38250
"F-17057","RURAL",2010,37069
"F-17059","RURAL",2000,6445
"F-17059","RURAL",2010,5589
"F-17061","RURAL",2000,14761
"F-17061","RURAL",2010,13886
"F-17063","CHICAGO, IL",2010,50063
"F-17063","CHICAGO, IL",2000,37535
"F-17065","RURAL",2010,8457
"F-17065","RURAL",2000,8621
"F-17067","RURAL",2010,19104
"F-17067","RURAL",2000,20121
"F-17069","RURAL",2010,4320
"F-17069","RURAL",2000,4800
"F-17071","RURAL",2000,8213
"F-17071","RURAL",2010,7331
"F-17073","DAVENPORT, IA",2000,51020
"F-17073","DAVENPORT, IA",2010,50486
"F-17075","RURAL",2000,31334
"F-17075","RURAL",2010,29718
"F-17077","RURAL",2000,59612
"F-17077","RURAL",2010,60218
"F-17079","RURAL",2010,9698
"F-17079","RURAL",2000,10117
"F-17081","RURAL",2010,38827
"F-17081","RURAL",2000,40045
"F-17083","SAINT LOUIS, MO",2000,21668
"F-17083","SAINT LOUIS, MO",2010,22985
"F-17085","RURAL",2000,22289
"F-17085","RURAL",2010,22678
"F-17087","RURAL",2010,12582
"F-17087","RURAL",2000,12878
"F-17089","CHICAGO, IL",2010,515269
"F-17089","CHICAGO, IL",2000,404119
"F-17091","CHICAGO, IL",2000,103833
"F-17091","CHICAGO, IL",2010,113449
"F-17093","CHICAGO, IL",2000,54544
"F-17093","CHICAGO, IL",2010,114736
"F-17095","RURAL",2000,55836
"F-17095","RURAL",2010,52919
"F-17097","CHICAGO, IL",2010,703462
"F-17097","CHICAGO, IL",2000,644356
"F-17099","RURAL",2000,111509
"F-17099","RURAL",2010,113924
"F-17101","RURAL",2000,15452
"F-17101","RURAL",2010,16833
"F-17103","RURAL",2000,36062
"F-17103","RURAL",2010,36031
"F-17105","RURAL",2000,39678
"F-17105","RURAL",2010,38950
"F-17107","RURAL",2010,30305
"F-17107","RURAL",2000,31183
"F-17109","RURAL",2010,32612
"F-17109","RURAL",2000,32913
"F-17111","CHICAGO, IL",2000,260077
"F-17111","CHICAGO, IL",2010,308760
"F-17113","BLOOMINGTON, IL",2000,150433
"F-17113","BLOOMINGTON, IL",2010,169572
"F-17115","DECATUR, IL",2010,110768
"F-17115","DECATUR, IL",2000,114706
"F-17117","RURAL",2000,49019
"F-17117","RURAL",2010,47765
"F-17119","SAINT LOUIS, MO",2000,258941
"F-17119","SAINT LOUIS, MO",2010,269282
"F-17121","RURAL",2010,39437
"F-17121","RURAL",2000,41691
"F-17123","RURAL",2000,13180
"F-17123","RURAL",2010,12640
"F-17125","RURAL",2000,16038
"F-17125","RURAL",2010,14666
"F-17127","RURAL",2010,15429
"F-17127","RURAL",2000,15161
"F-17129","SPRINGFIELD, IL",2010,12705
"F-17129","SPRINGFIELD, IL",2000,12486
"F-17131","RURAL",2010,16434
"F-17131","RURAL",2000,16957
"F-17133","SAINT LOUIS, MO",2010,32957
"F-17133","SAINT LOUIS, MO",2000,27619
"F-17135","RURAL",2010,30104
"F-17135","RURAL",2000,30652
"F-17137","RURAL",2000,36616
"F-17137","RURAL",2010,35547
"F-17139","RURAL",2000,14287
"F-17139","RURAL",2010,14846
"F-17141","ROCKFORD, IL",2010,53497
"F-17141","ROCKFORD, IL",2000,51032
"F-17143","PEORIA, IL",2010,186494
"F-17143","PEORIA, IL",2000,183433
"F-17145","RURAL",2010,22350
"F-17145","RURAL",2000,23094
"F-17147","RURAL",2010,16729
"F-17147","RURAL",2000,16365
"F-17149","RURAL",2010,16430
"F-17149","RURAL",2000,17384
"F-17151","RURAL",2010,4470
"F-17151","RURAL",2000,4413
"F-17153","RURAL",2000,7348
"F-17153","RURAL",2010,6161
"F-17155","RURAL",2000,6086
"F-17155","RURAL",2010,6006
"F-17157","RURAL",2010,33476
"F-17157","RURAL",2000,33893
"F-17159","RURAL",2010,16233
"F-17159","RURAL",2000,16149
"F-17161","DAVENPORT, IA",2010,147546
"F-17161","DAVENPORT, IA",2000,149374
"F-17163","SAINT LOUIS, MO",2000,256082
"F-17163","SAINT LOUIS, MO",2010,270056
"F-17165","RURAL",2010,24913
"F-17165","RURAL",2000,26733
"F-17167","SPRINGFIELD, IL",2000,188951
"F-17167","SPRINGFIELD, IL",2010,197465
"F-17169","RURAL",2000,7189
"F-17169","RURAL",2010,7544
"F-17171","RURAL",2000,5537
"F-17171","RURAL",2010,5355
"F-17173","RURAL",2010,22363
"F-17173","RURAL",2000,22893
"F-17175","RURAL",2010,5994
"F-17175","RURAL",2000,6332
"F-17177","RURAL",2010,47711
"F-17177","RURAL",2000,48979
"F-17179","PEORIA, IL",2010,135394
"F-17179","PEORIA, IL",2000,128485
"F-17181","RURAL",2000,18293
"F-17181","RURAL",2010,17808
"F-17183","RURAL",2010,81625
"F-17183","RURAL",2000,83919
"F-17185","RURAL",2010,11947
"F-17185","RURAL",2000,12937
"F-17187","RURAL",2000,18735
"F-17187","RURAL",2010,17707
"F-17189","RURAL",2000,15148
"F-17189","RURAL",2010,14716
"F-17191","RURAL",2010,16760
"F-17191","RURAL",2000,17151
"F-17193","RURAL",2010,14665
"F-17193","RURAL",2000,15371
"F-17195","RURAL",2010,58498
"F-17195","RURAL",2000,60653
"F-17197","CHICAGO, IL",2010,677560
"F-17197","CHICAGO, IL",2000,502266
"F-17199","RURAL",2000,61296
"F-17199","RURAL",2010,66357
"F-17201","ROCKFORD, IL",2010,295266
"F-17201","ROCKFORD, IL",2000,278418
"F-17203","PEORIA, IL",2010,38664
"F-17203","PEORIA, IL",2000,35469
"F-18001","FORT WAYNE, IN",2010,34387
"F-18001","FORT WAYNE, IN",2000,33625
"F-18003","FORT WAYNE, IN",2010,355329
"F-18003","FORT WAYNE, IN",2000,331849
"F-18005","RURAL",2000,71435
"F-18005","RURAL",2010,76794
"F-18007","RURAL",2000,9421
"F-18007","RURAL",2010,8854
"F-18009","RURAL",2000,14048
"F-18009","RURAL",2010,12766
"F-18011","INDIANAPOLIS, IN",2010,56640
"F-18011","INDIANAPOLIS, IN",2000,46107
"F-18013","RURAL",2010,15242
"F-18013","RURAL",2000,14957
"F-18015","RURAL",2010,20155
"F-18015","RURAL",2000,20165
"F-18017","RURAL",2000,40930
"F-18017","RURAL",2010,38966
"F-18019","LOUISVILLE, KY",2010,110232
"F-18019","LOUISVILLE, KY",2000,96472
"F-18021","TERRE HAUTE, IN",2000,26556
"F-18021","TERRE HAUTE, IN",2010,26890
"F-18023","LAFAYETTE, IN",2000,33866
"F-18023","LAFAYETTE, IN",2010,33224
"F-18025","RURAL",2010,10713
"F-18025","RURAL",2000,10743
"F-18027","RURAL",2010,31648
"F-18027","RURAL",2000,29820
"F-18029","CINCINNATI, OH",2000,46109
"F-18029","CINCINNATI, OH",2010,50047
"F-18031","RURAL",2010,25740
"F-18031","RURAL",2000,24555
"F-18033","FORT WAYNE, IN",2010,42223
"F-18033","FORT WAYNE, IN",2000,40285
"F-18035","MUNCIE, IN",2010,117671
"F-18035","MUNCIE, IN",2000,118769
"F-18037","RURAL",2010,41889
"F-18037","RURAL",2000,39674
"F-18039","ELKHART, IN",2010,197559
"F-18039","ELKHART, IN",2000,182791
"F-18041","RURAL",2010,24277
"F-18041","RURAL",2000,25588
"F-18043","LOUISVILLE, KY",2010,74578
"F-18043","LOUISVILLE, KY",2000,70823
"F-18045","RURAL",2000,17954
"F-18045","RURAL",2010,17240
"F-18047","RURAL",2010,23087
"F-18047","RURAL",2000,22151
"F-18049","RURAL",2010,20836
